noisy_romaji	kanji	clean_romaji	typo_distance	romaji_style	is_partial	partial_len	tokenized	language_segments	has_en_words
utsukus	美しい	utsukus	0	hepburn	1	7	utsukus美しい		0
utsuks	美しい	utsukus	1	hepburn	1	7	utsuks美しい		0
tsuksu	美しい	utsukus	2	hepburn	1	7	tsuksu美しい		0
ugsiukuw	美しい	utsukus	3	hepburn	1	7	ugsiukuw美しい		0
utsukushi	美しい	utsukushi	0	hepburn	1	9	utsukushi美しい		0
utsuushi	美しい	utsukushi	1	hepburn	1	9	utsuushi美しい		0
ustukjushi	美しい	utsukushi	2	hepburn	1	9	ustukjushi美しい		0
jtsulkush	美しい	utsukushi	3	hepburn	1	9	jtsulkush美しい		0
utukusii	美しい	utukusii	0	kunrei	0	0	utukusii美しい		0
uukusii	美しい	utukusii	1	kunrei	0	0	uukusii美しい		0
utuksoi	美しい	utukusii	2	kunrei	0	0	utuksoi美しい		0
utikuziik	美しい	utukusii	3	kunrei	0	0	utikuziik美しい		0
utu	美しい	utu	0	kunrei	1	3	utu美しい		0
uti	美しい	utu	1	kunrei	1	3	uti美しい		0
ujt	美しい	utu	2	kunrei	1	3	ujt美しい		0
yuf	美しい	utu	3	kunrei	1	3	yuf美しい		0
utukusi	美しい	utukusi	0	kunrei	1	7	utukusi美しい		0
utuksui	美しい	utukusi	1	kunrei	1	7	utuksui美しい		0
utukuhsi	美しい	utukusi	2	kunrei	1	7	utukuhsi美しい		0
uutus	美しい	utukusi	3	kunrei	1	7	uutus美しい		0
utukushii	美しい	utukushii	0	waapuro	0	0	utukushii美しい		0
utykushii	美しい	utukushii	1	waapuro	0	0	utykushii美しい		0
utujkushiik	美しい	utukushii	2	waapuro	0	0	utujkushiik美しい		0
tuukuhsii	美しい	utukushii	3	waapuro	0	0	tuukuhsii美しい		0
utukushi	美しい	utukushi	0	waapuro	1	8	utukushi美しい		0
utukuhi	美しい	utukushi	1	waapuro	1	8	utukuhi美しい		0
utikuhsi	美しい	utukushi	2	waapuro	1	8	utikuhsi美しい		0
utukdhi	美しい	utukushi	3	waapuro	1	8	utukdhi美しい		0
utu	美しい	utu	0	waapuro	1	3	utu美しい		0
tuu	美しい	utu	1	waapuro	1	3	tuu美しい		0
uut	美しい	utu	2	waapuro	1	3	uut美しい		0
urut	美しい	utu	3	waapuro	1	3	urut美しい		0
watakushi	私	watakushi	0	hepburn	0	0	watakushi私		0
watkaushi	私	watakushi	1	hepburn	0	0	watkaushi私		0
watakudsbhi	私	watakushi	2	hepburn	0	0	watakudsbhi私		0
wsatakushn	私	watakushi	3	hepburn	0	0	wsatakushn私		0
watakush	私	watakush	0	hepburn	1	8	watakush私		0
swatakush	私	watakush	1	hepburn	1	8	swatakush私		0
wzatakysh	私	watakush	2	hepburn	1	8	wzatakysh私		0
waayush	私	watakush	3	hepburn	1	8	waayush私		0
watakus	私	watakus	0	hepburn	1	7	watakus私		0
ewatakus	私	watakus	1	hepburn	1	7	ewatakus私		0
watajsu	私	watakus	2	hepburn	1	7	watajsu私		0
wyaalus	私	watakus	3	hepburn	1	7	wyaalus私		0
watakusi	私	watakusi	0	kunrei	0	0	watakusi私		0
watkausi	私	watakusi	1	kunrei	0	0	watkausi私		0
watakhesi	私	watakusi	2	kunrei	0	0	watakhesi私		0
waftauesi	私	watakusi	3	kunrei	0	0	waftauesi私		0
watakusi	私	watakusi	0	kunrei	1	8	watakusi私		0
watausi	私	watakusi	1	kunrei	1	8	watausi私		0
watajsi	私	watakusi	2	kunrei	1	8	watajsi私		0
wtqakuwi	私	watakusi	3	kunrei	1	8	wtqakuwi私		0
wat	私	wat	0	kunrei	1	3	wat私		0
wag	私	wat	1	kunrei	1	3	wag私		0
wat	私	wat	2	kunrei	1	3	wat私		0
aty	私	wat	3	kunrei	1	3	aty私		0
watakushi	私	watakushi	0	waapuro	0	0	watakushi私		0
wataksuhi	私	watakushi	1	waapuro	0	0	wataksuhi私		0
watakuwzshi	私	watakushi	2	waapuro	0	0	watakuwzshi私		0
wfaakuhi	私	watakushi	3	waapuro	0	0	wfaakuhi私		0
wa	私	wa	0	waapuro	1	2	wa私		0
ww	私	wa	1	waapuro	1	2	ww私		0
	私	wa	2	waapuro	1	2	私		0
aw	私	wa	3	waapuro	1	2	aw私		0
w	私	w	0	waapuro	1	1	w私		0
	私	w	1	waapuro	1	1	私		0
z	私	w	2	waapuro	1	1	z私		0
s	私	w	3	waapuro	1	1	s私		0
gakusei	学生	gakusei	0	hepburn	0	0	gakusei学生		0
gakusek	学生	gakusei	1	hepburn	0	0	gakusek学生		0
gausie	学生	gakusei	2	hepburn	0	0	gausie学生		0
agkusei	学生	gakusei	3	hepburn	0	0	agkusei学生		0
gakuse	学生	gakuse	0	hepburn	1	6	gakuse学生		0
gakus	学生	gakuse	1	hepburn	1	6	gakus学生		0
hgakues	学生	gakuse	2	hepburn	1	6	hgakues学生		0
gakhz	学生	gakuse	3	hepburn	1	6	gakhz学生		0
gaku	学生	gaku	0	hepburn	1	4	gaku学生		0
aku	学生	gaku	1	hepburn	1	4	aku学生		0
hau	学生	gaku	2	hepburn	1	4	hau学生		0
gakjiuy	学生	gaku	3	hepburn	1	4	gakjiuy学生		0
gakusei	学生	gakusei	0	kunrei	0	0	gakusei学生		0
agkusei	学生	gakusei	1	kunrei	0	0	agkusei学生		0
gskuei	学生	gakusei	2	kunrei	0	0	gskuei学生		0
gaosuei	学生	gakusei	3	kunrei	0	0	gaosuei学生		0
gakusei	学生	gakusei	0	kunrei	1	7	gakusei学生		0
gakuseki	学生	gakusei	1	kunrei	1	7	gakuseki学生		0
gakuis	学生	gakusei	2	kunrei	1	7	gakuis学生		0
bgaukesi	学生	gakusei	3	kunrei	1	7	bgaukesi学生		0
gakus	学生	gakus	0	kunrei	1	5	gakus学生		0
gaikus	学生	gakus	1	kunrei	1	5	gaikus学生		0
taks	学生	gakus	2	kunrei	1	5	taks学生		0
gakjh	学生	gakus	3	kunrei	1	5	gakjh学生		0
gakusei	学生	gakusei	0	waapuro	0	0	gakusei学生		0
gauksei	学生	gakusei	1	waapuro	0	0	gauksei学生		0
gaouesi	学生	gakusei	2	waapuro	0	0	gaouesi学生		0
gakus	学生	gakusei	3	waapuro	0	0	gakus学生		0
gakus	学生	gakus	0	waapuro	1	5	gakus学生		0
gakue	学生	gakus	1	waapuro	1	5	gakue学生		0
wkus	学生	gakus	2	waapuro	1	5	wkus学生		0
aud	学生	gakus	3	waapuro	1	5	aud学生		0
ga	学生	ga	0	waapuro	1	2	ga学生		0
ag	学生	ga	1	waapuro	1	2	ag学生		0
	学生	ga	2	waapuro	1	2	学生		0
bgaz	学生	ga	3	waapuro	1	2	bgaz学生		0
asagohan	朝ご飯	asagohan	0	hepburn	0	0	asagohan朝ご飯		0
sagohan	朝ご飯	asagohan	1	hepburn	0	0	sagohan朝ご飯		0
asaghan	朝ご飯	asagohan	2	hepburn	0	0	asaghan朝ご飯		0
asagoahn	朝ご飯	asagohan	3	hepburn	0	0	asagoahn朝ご飯		0
asago	朝ご飯	asago	0	hepburn	1	5	asago朝ご飯		0
asgo	朝ご飯	asago	1	hepburn	1	5	asgo朝ご飯		0
aeag	朝ご飯	asago	2	hepburn	1	5	aeag朝ご飯		0
awto	朝ご飯	asago	3	hepburn	1	5	awto朝ご飯		0
asagoha	朝ご飯	asagoha	0	hepburn	1	7	asagoha朝ご飯		0
asaogha	朝ご飯	asagoha	1	hepburn	1	7	asaogha朝ご飯		0
aasgkha	朝ご飯	asagoha	2	hepburn	1	7	aasgkha朝ご飯		0
ashaa	朝ご飯	asagoha	3	hepburn	1	7	ashaa朝ご飯		0
asagohan	朝ご飯	asagohan	0	kunrei	0	0	asagohan朝ご飯		0
aasagohan	朝ご飯	asagohan	1	kunrei	0	0	aasagohan朝ご飯		0
asaglohn	朝ご飯	asagohan	2	kunrei	0	0	asaglohn朝ご飯		0
aagoga	朝ご飯	asagohan	3	kunrei	0	0	aagoga朝ご飯		0
as	朝ご飯	as	0	kunrei	1	2	as朝ご飯		0
a	朝ご飯	as	1	kunrei	1	2	a朝ご飯		0
sza	朝ご飯	as	2	kunrei	1	2	sza朝ご飯		0
sse	朝ご飯	as	3	kunrei	1	2	sse朝ご飯		0
asagoha	朝ご飯	asagoha	0	kunrei	1	7	asagoha朝ご飯		0
asavgoha	朝ご飯	asagoha	1	kunrei	1	7	asavgoha朝ご飯		0
asgsoha	朝ご飯	asagoha	2	kunrei	1	7	asgsoha朝ご飯		0
asgpoha	朝ご飯	asagoha	3	kunrei	1	7	asgpoha朝ご飯		0
asagohan	朝ご飯	asagohan	0	waapuro	0	0	asagohan朝ご飯		0
asayohan	朝ご飯	asagohan	1	waapuro	0	0	asayohan朝ご飯		0
asavlhan	朝ご飯	asagohan	2	waapuro	0	0	asavlhan朝ご飯		0
aasgogha	朝ご飯	asagohan	3	waapuro	0	0	aasgogha朝ご飯		0
asagoha	朝ご飯	asagoha	0	waapuro	1	7	asagoha朝ご飯		0
asagohqa	朝ご飯	asagoha	1	waapuro	1	7	asagohqa朝ご飯		0
aasagohqa	朝ご飯	asagoha	2	waapuro	1	7	aasagohqa朝ご飯		0
ssgaoya	朝ご飯	asagoha	3	waapuro	1	7	ssgaoya朝ご飯		0
asagohan	朝ご飯	asagohan	0	waapuro	1	8	asagohan朝ご飯		0
asagohsan	朝ご飯	asagohan	1	waapuro	1	8	asagohsan朝ご飯		0
asaghona	朝ご飯	asagohan	2	waapuro	1	8	asaghona朝ご飯		0
asavogha	朝ご飯	asagohan	3	waapuro	1	8	asavogha朝ご飯		0
tabe	食べ	tabe	0	hepburn	0	0	tabe食べ		0
taeb	食べ	tabe	1	hepburn	0	0	taeb食べ		0
tanne	食べ	tabe	2	hepburn	0	0	tanne食べ		0
ab	食べ	tabe	3	hepburn	0	0	ab食べ		0
tabe	食べ	tabe	0	hepburn	1	4	tabe食べ		0
tagbe	食べ	tabe	1	hepburn	1	4	tagbe食べ		0
tb	食べ	tabe	2	hepburn	1	4	tb食べ		0
seb	食べ	tabe	3	hepburn	1	4	seb食べ		0
t	食べ	t	0	hepburn	1	1	t食べ		0
	食べ	t	1	hepburn	1	1	食べ		0
	食べ	t	2	hepburn	1	1	食べ		0
	食べ	t	3	hepburn	1	1	食べ		0
tabe	食べ	tabe	0	kunrei	0	0	tabe食べ		0
tave	食べ	tabe	1	kunrei	0	0	tave食べ		0
tah	食べ	tabe	2	kunrei	0	0	tah食べ		0
tvaes	食べ	tabe	3	kunrei	0	0	tvaes食べ		0
ta	食べ	ta	0	kunrei	1	2	ta食べ		0
at	食べ	ta	1	kunrei	1	2	at食べ		0
ta	食べ	ta	2	kunrei	1	2	ta食べ		0
yzq	食べ	ta	3	kunrei	1	2	yzq食べ		0
tabe	食べ	tabe	0	kunrei	1	4	tabe食べ		0
taeb	食べ	tabe	1	kunrei	1	4	taeb食べ		0
tea	食べ	tabe	2	kunrei	1	4	tea食べ		0
ae	食べ	tabe	3	kunrei	1	4	ae食べ		0
tabe	食べ	tabe	0	waapuro	0	0	tabe食べ		0
tae	食べ	tabe	1	waapuro	0	0	tae食べ		0
te	食べ	tabe	2	waapuro	0	0	te食べ		0
ybre	食べ	tabe	3	waapuro	0	0	ybre食べ		0
tabe	食べ	tabe	0	waapuro	1	4	tabe食べ		0
ytabe	食べ	tabe	1	waapuro	1	4	ytabe食べ		0
tavew	食べ	tabe	2	waapuro	1	4	tavew食べ		0
etb	食べ	tabe	3	waapuro	1	4	etb食べ		0
ta	食べ	ta	0	waapuro	1	2	ta食べ		0
tsa	食べ	ta	1	waapuro	1	2	tsa食べ		0
zt	食べ	ta	2	waapuro	1	2	zt食べ		0
g	食べ	ta	3	waapuro	1	2	g食べ		0
suki	好き	suki	0	hepburn	0	0	suki好き		0
siuki	好き	suki	1	hepburn	0	0	siuki好き		0
kui	好き	suki	2	hepburn	0	0	kui好き		0
skik	好き	suki	3	hepburn	0	0	skik好き		0
suki	好き	suki	0	hepburn	1	4	suki好き		0
zsuki	好き	suki	1	hepburn	1	4	zsuki好き		0
sku	好き	suki	2	hepburn	1	4	sku好き		0
kiu	好き	suki	3	hepburn	1	4	kiu好き		0
s	好き	s	0	hepburn	1	1	s好き		0
d	好き	s	1	hepburn	1	1	d好き		0
zx	好き	s	2	hepburn	1	1	zx好き		0
w	好き	s	3	hepburn	1	1	w好き		0
suki	好き	suki	0	kunrei	0	0	suki好き		0
esuki	好き	suki	1	kunrei	0	0	esuki好き		0
zui	好き	suki	2	kunrei	0	0	zui好き		0
azuik	好き	suki	3	kunrei	0	0	azuik好き		0
s	好き	s	0	kunrei	1	1	s好き		0
e	好き	s	1	kunrei	1	1	e好き		0
x	好き	s	2	kunrei	1	1	x好き		0
sf	好き	s	3	kunrei	1	1	sf好き		0
su	好き	su	0	kunrei	1	2	su好き		0
u	好き	su	1	kunrei	1	2	u好き		0
uy	好き	su	2	kunrei	1	2	uy好き		0
us	好き	su	3	kunrei	1	2	us好き		0
suki	好き	suki	0	waapuro	0	0	suki好き		0
sukki	好き	suki	1	waapuro	0	0	sukki好き		0
wsukk	好き	suki	2	waapuro	0	0	wsukk好き		0
syki	好き	suki	3	waapuro	0	0	syki好き		0
suki	好き	suki	0	waapuro	1	4	suki好き		0
zuki	好き	suki	1	waapuro	1	4	zuki好き		0
smi	好き	suki	2	waapuro	1	4	smi好き		0
usiko	好き	suki	3	waapuro	1	4	usiko好き		0
suk	好き	suk	0	waapuro	1	3	suk好き		0
usk	好き	suk	1	waapuro	1	3	usk好き		0
sk	好き	suk	2	waapuro	1	3	sk好き		0
kdu	好き	suk	3	waapuro	1	3	kdu好き		0
atarashii	新しい	atarashii	0	hepburn	0	0	atarashii新しい		0
atarashi	新しい	atarashii	1	hepburn	0	0	atarashi新しい		0
atesrashii	新しい	atarashii	2	hepburn	0	0	atesrashii新しい		0
ataraskhiu	新しい	atarashii	3	hepburn	0	0	ataraskhiu新しい		0
at	新しい	at	0	hepburn	1	2	at新しい		0
t	新しい	at	1	hepburn	1	2	t新しい		0
tw	新しい	at	2	hepburn	1	2	tw新しい		0
za	新しい	at	3	hepburn	1	2	za新しい		0
atarashii	新しい	atarashii	0	hepburn	1	9	atarashii新しい		0
atadrashii	新しい	atarashii	1	hepburn	1	9	atadrashii新しい		0
ataraishi	新しい	atarashii	2	hepburn	1	9	ataraishi新しい		0
twarahsii	新しい	atarashii	3	hepburn	1	9	twarahsii新しい		0
atarasii	新しい	atarasii	0	kunrei	0	0	atarasii新しい		0
atrasii	新しい	atarasii	1	kunrei	0	0	atrasii新しい		0
ataasii	新しい	atarasii	2	kunrei	0	0	ataasii新しい		0
taarasjii	新しい	atarasii	3	kunrei	0	0	taarasjii新しい		0
at	新しい	at	0	kunrei	1	2	at新しい		0
ta	新しい	at	1	kunrei	1	2	ta新しい		0
ty	新しい	at	2	kunrei	1	2	ty新しい		0
wzf	新しい	at	3	kunrei	1	2	wzf新しい		0
atar	新しい	atar	0	kunrei	1	4	atar新しい		0
atwr	新しい	atar	1	kunrei	1	4	atwr新しい		0
atar	新しい	atar	2	kunrei	1	4	atar新しい		0
ra	新しい	atar	3	kunrei	1	4	ra新しい		0
atarashii	新しい	atarashii	0	waapuro	0	0	atarashii新しい		0
atarashiio	新しい	atarashii	1	waapuro	0	0	atarashiio新しい		0
taarqshii	新しい	atarashii	2	waapuro	0	0	taarqshii新しい		0
taaashiij	新しい	atarashii	3	waapuro	0	0	taaashiij新しい		0
atara	新しい	atara	0	waapuro	1	5	atara新しい		0
atqra	新しい	atara	1	waapuro	1	5	atqra新しい		0
atatr	新しい	atara	2	waapuro	1	5	atatr新しい		0
aqta	新しい	atara	3	waapuro	1	5	aqta新しい		0
a	新しい	a	0	waapuro	1	1	a新しい		0
	新しい	a	1	waapuro	1	1	新しい		0
aew	新しい	a	2	waapuro	1	1	aew新しい		0
qs	新しい	a	3	waapuro	1	1	qs新しい		0
hon	本	hon	0	hepburn	0	0	hon本		0
hln	本	hon	1	hepburn	0	0	hln本		0
om	本	hon	2	hepburn	0	0	om本		0
hnj	本	hon	3	hepburn	0	0	hnj本		0
hon	本	hon	0	hepburn	1	3	hon本		0
hin	本	hon	1	hepburn	1	3	hin本		0
no	本	hon	2	hepburn	1	3	no本		0
hnpol	本	hon	3	hepburn	1	3	hnpol本		0
h	本	h	0	hepburn	1	1	h本		0
hj	本	h	1	hepburn	1	1	hj本		0
q	本	h	2	hepburn	1	1	q本		0
w	本	h	3	hepburn	1	1	w本		0
hon	本	hon	0	kunrei	0	0	hon本		0
honj	本	hon	1	kunrei	0	0	honj本		0
ohj	本	hon	2	kunrei	0	0	ohj本		0
on	本	hon	3	kunrei	0	0	on本		0
h	本	h	0	kunrei	1	1	h本		0
	本	h	1	kunrei	1	1	本		0
g	本	h	2	kunrei	1	1	g本		0
	本	h	3	kunrei	1	1	本		0
hon	本	hon	0	kunrei	1	3	hon本		0
hojn	本	hon	1	kunrei	1	3	hojn本		0
lhn	本	hon	2	kunrei	1	3	lhn本		0
yomb	本	hon	3	kunrei	1	3	yomb本		0
hon	本	hon	0	waapuro	0	0	hon本		0
jhon	本	hon	1	waapuro	0	0	jhon本		0
nho	本	hon	2	waapuro	0	0	nho本		0
ho	本	hon	3	waapuro	0	0	ho本		0
hon	本	hon	0	waapuro	1	3	hon本		0
ohn	本	hon	1	waapuro	1	3	ohn本		0
in	本	hon	2	waapuro	1	3	in本		0
onm	本	hon	3	waapuro	1	3	onm本		0
ho	本	ho	0	waapuro	1	2	ho本		0
o	本	ho	1	waapuro	1	2	o本		0
h	本	ho	2	waapuro	1	2	h本		0
o	本	ho	3	waapuro	1	2	o本		0
kai	買い	kai	0	hepburn	0	0	kai買い		0
ksi	買い	kai	1	hepburn	0	0	ksi買い		0
lkia	買い	kai	2	hepburn	0	0	lkia買い		0
ikui	買い	kai	3	hepburn	0	0	ikui買い		0
ka	買い	ka	0	hepburn	1	2	ka買い		0
ak	買い	ka	1	hepburn	1	2	ak買い		0
alk	買い	ka	2	hepburn	1	2	alk買い		0
kw	買い	ka	3	hepburn	1	2	kw買い		0
k	買い	k	0	hepburn	1	1	k買い		0
	買い	k	1	hepburn	1	1	買い		0
kpl	買い	k	2	hepburn	1	1	kpl買い		0
l	買い	k	3	hepburn	1	1	l買い		0
kai	買い	kai	0	kunrei	0	0	kai買い		0
kzai	買い	kai	1	kunrei	0	0	kzai買い		0
kqia	買い	kai	2	kunrei	0	0	kqia買い		0
kkw	買い	kai	3	kunrei	0	0	kkw買い		0
kai	買い	kai	0	kunrei	1	3	kai買い		0
aki	買い	kai	1	kunrei	1	3	aki買い		0
wki	買い	kai	2	kunrei	1	3	wki買い		0
ij	買い	kai	3	kunrei	1	3	ij買い		0
ka	買い	ka	0	kunrei	1	2	ka買い		0
ks	買い	ka	1	kunrei	1	2	ks買い		0
k	買い	ka	2	kunrei	1	2	k買い		0
asw	買い	ka	3	kunrei	1	2	asw買い		0
kai	買い	kai	0	waapuro	0	0	kai買い		0
aki	買い	kai	1	waapuro	0	0	aki買い		0
aik	買い	kai	2	waapuro	0	0	aik買い		0
oka	買い	kai	3	waapuro	0	0	oka買い		0
k	買い	k	0	waapuro	1	1	k買い		0
ki	買い	k	1	waapuro	1	1	ki買い		0
	買い	k	2	waapuro	1	1	買い		0
s	買い	k	3	waapuro	1	1	s買い		0
kai	買い	kai	0	waapuro	1	3	kai買い		0
kia	買い	kai	1	waapuro	1	3	kia買い		0
lia	買い	kai	2	waapuro	1	3	lia買い		0
	買い	kai	3	waapuro	1	3	買い		0
kinou	昨日	kinou	0	hepburn	0	0	kinou昨日		0
kinu	昨日	kinou	1	hepburn	0	0	kinu昨日		0
kinou	昨日	kinou	2	hepburn	0	0	kinou昨日		0
kinouj	昨日	kinou	3	hepburn	0	0	kinouj昨日		0
kino	昨日	kino	0	hepburn	1	4	kino昨日		0
kion	昨日	kino	1	hepburn	1	4	kion昨日		0
iko	昨日	kino	2	hepburn	1	4	iko昨日		0
lkinloi	昨日	kino	3	hepburn	1	4	lkinloi昨日		0
k	昨日	k	0	hepburn	1	1	k昨日		0
i	昨日	k	1	hepburn	1	1	i昨日		0
ol	昨日	k	2	hepburn	1	1	ol昨日		0
w	昨日	k	3	hepburn	1	1	w昨日		0
kinou	昨日	kinou	0	kunrei	0	0	kinou昨日		0
kniou	昨日	kinou	1	kunrei	0	0	kniou昨日		0
jkinu	昨日	kinou	2	kunrei	0	0	jkinu昨日		0
ijnlu	昨日	kinou	3	kunrei	0	0	ijnlu昨日		0
kinou	昨日	kinou	0	kunrei	1	5	kinou昨日		0
inou	昨日	kinou	1	kunrei	1	5	inou昨日		0
kighnou	昨日	kinou	2	kunrei	1	5	kighnou昨日		0
ikhpu	昨日	kinou	3	kunrei	1	5	ikhpu昨日		0
k	昨日	k	0	kunrei	1	1	k昨日		0
lk	昨日	k	1	kunrei	1	1	lk昨日		0
mj	昨日	k	2	kunrei	1	1	mj昨日		0
ko	昨日	k	3	kunrei	1	1	ko昨日		0
kinou	昨日	kinou	0	waapuro	0	0	kinou昨日		0
kimou	昨日	kinou	1	waapuro	0	0	kimou昨日		0
kinoh	昨日	kinou	2	waapuro	0	0	kinoh昨日		0
kkibnu	昨日	kinou	3	waapuro	0	0	kkibnu昨日		0
k	昨日	k	0	waapuro	1	1	k昨日		0
	昨日	k	1	waapuro	1	1	昨日		0
q	昨日	k	2	waapuro	1	1	q昨日		0
ij	昨日	k	3	waapuro	1	1	ij昨日		0
kinou	昨日	kinou	0	waapuro	1	5	kinou昨日		0
kniou	昨日	kinou	1	waapuro	1	5	kniou昨日		0
kinu	昨日	kinou	2	waapuro	1	5	kinu昨日		0
hiou	昨日	kinou	3	waapuro	1	5	hiou昨日		0
eiga	映画	eiga	0	hepburn	0	0	eiga映画		0
eigaw	映画	eiga	1	hepburn	0	0	eigaw映画		0
eigaq	映画	eiga	2	hepburn	0	0	eigaq映画		0
ejsg	映画	eiga	3	hepburn	0	0	ejsg映画		0
eiga	映画	eiga	0	hepburn	1	4	eiga映画		0
diga	映画	eiga	1	hepburn	1	4	diga映画		0
eigf	映画	eiga	2	hepburn	1	4	eigf映画		0
ekga	映画	eiga	3	hepburn	1	4	ekga映画		0
eig	映画	eig	0	hepburn	1	3	eig映画		0
ig	映画	eig	1	hepburn	1	3	ig映画		0
ekgv	映画	eig	2	hepburn	1	3	ekgv映画		0
rhi	映画	eig	3	hepburn	1	3	rhi映画		0
